Name,Phone,City,Neighborhood,Address,Gmaps_URL,Plus_Code,Lat,Lng,
Pharmacie AL FADILA,+212 5223-25461,Berrechid,,"Unnamed Road, Berrchid, Maroc","https://www.google.com/maps/place/Pharmacie+AL+izdihar/@33.2682741,-7.5963238,14z/data=!4m9!1m3!2m2!1sPharmacies+in+Berrechid+Morocco!6e2!3m4!1s0xda63cbf7f77118d:0x56000b5c060bbfe0!8m2!3d33.2739864!4d-7.5924012?hl=en","7CF5+H2 Berrechid, Morocco","33,2739864","-7,5924012","33,2739864-7,5924012"
Pharmacie Al Basmala,+212 5223-25195,Berrechid,,"320, Bd Idrissi Lahrizi, Hay Erraha, 26100, Berrchid 26100, Maroc","https://www.google.com/maps/place/Pharmacie+Assiha/@33.2682741,-7.5963238,14z/data=!4m8!1m2!2m1!1sPharmacies+in+Berrechid+Morocco!3m4!1s0xda63cf34ef185bf:0xbf851a5ea671aaa8!8m2!3d33.274418!4d-7.574359?hl=en","7CFG+Q7 Berrechid, Morocco","33,274418","-7,574359","33,274418-7,574359"
Pharmacie AL FERDAOUS,+212 5223-24594,Berrechid,,"123 Boulevard Al Moukaouama, Berrchid 26100, Maroc","https://www.google.com/maps/place/Pharmacie+Attanaouia/@33.2682741,-7.5963238,14z/data=!4m9!1m3!2m2!1sPharmacies+in+Berrechid+Morocco!6e2!3m4!1s0xda63cfa94e52557:0xc60e603c170d6c4b!8m2!3d33.260861!4d-7.5842162?hl=en","7C68+88 Berrechid, Morocco","33,260861","-7,5842162","33,260861-7,5842162"
Pharmacie Al Farabi Meknes,+212 5223-24350,Berrechid,,"Berrechid, Maroc","https://www.google.com/maps/place/Pharmacie+ALWAHDA/@33.2682741,-7.5963238,14z/data=!4m9!1m3!2m2!1sPharmacies+in+Berrechid+Morocco!6e2!3m4!1s0xda63cfa003acfbd:0x4df6131b36e8a06d!8m2!3d33.2636266!4d-7.5735265?hl=en","7C7G+FH Berrechid, Morocco","33,2636266","-7,5735265","33,2636266-7,5735265"
Pharmacie Al Firdaous,+212 5223-24230,Berrechid,,"Unnamed Road, Berrchid, Maroc","https://www.google.com/maps/place/Pharmacie+layali/@33.2682741,-7.5963238,14z/data=!4m9!1m3!2m2!1sPharmacies+in+Berrechid+Morocco!6e2!3m4!1s0xda63dadeea7ecf3:0xbed9bb2b57c79172!8m2!3d33.2770882!4d-7.5846242?hl=en","7CG8+R5 Berrechid, Morocco","33,2770882","-7,5846242","33,2770882-7,5846242"
Pharmacie Al Boudour صيدلية البدور,+212 5223-24176,Berrechid,,"Berrechid, Maroc","https://www.google.com/maps/place/Mother+Pharmacy/@33.2682741,-7.5963238,14z/data=!4m9!1m3!2m2!1sPharmacies+in+Berrechid+Morocco!6e2!3m4!1s0xda63cefc50f1c73:0x55a04a19cc463bf0!8m2!3d33.265356!4d-7.579744?hl=en","7C8C+44 Berrechid, Morocco","33,265356","-7,579744","33,265356-7,579744"
Pharmacie al gaada,+212 5223-24127,Berrechid,,"38 Lotissement El Kheir Route Gara, Berrchid 26100, Maroc","https://www.google.com/maps/place/Pharmacie+El+Anouar/@33.2682741,-7.5963238,14z/data=!4m9!1m3!2m2!1sPharmacies+in+Berrechid+Morocco!6e2!3m4!1s0xda63ceb84387bc5:0x39ca6ecfe55674da!8m2!3d33.2691199!4d-7.5716487?hl=en","7C9H+J8 Berrechid, Morocco","33,2691199","-7,5716487","33,2691199-7,5716487"
Pharmacie Al Bachir,+212 5223-24068,Berrechid,,"Berrchid, Berrechid, Maroc","https://www.google.com/maps/place/Pharmacie+Berrechid/@33.2682741,-7.5963238,14z/data=!4m8!1m2!2m1!1sPharmacies+in+Berrechid+Morocco!3m4!1s0xda63cead7936317:0xcf66fcbd5a80f7f9!8m2!3d33.2734654!4d-7.5871194?hl=en","7CF7+95 Berrechid, Morocco","33,2734654","-7,5871194","33,2734654-7,5871194"
Pharmacie AL MARJANE,+212 5223-21959,Casablanca,,"Lotiss. Florida Lot 281, Sidi Ma?rouf, 20270 Quartier: Sidi Maar, Casablanca 20100, Maroc","https://www.google.com/maps/place/Florida+Pharmacy/@33.54504,-7.6539398,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda632c3d15e5a97:0x950390b31fc07fbd!8m2!3d33.54504!4d-7.583902?hl=en","GCW8+2C Casablanca, Morocco","33,54504","-7,583902","33,54504-7,583902"
Pharmacie ALMOU,+212 5223-21274,Casablanca,,"Casablanca, Maroc","https://www.google.com/maps/place/Pharmacie+Zahra/@33.2679611,-7.8590119,10z/data=!4m9!1m3!2m2!1sPharmacies+in+Berrechid+Morocco!6e2!3m4!1s0xda62c5483d0b7a5:0xdbf80c58ffd60236!8m2!3d33.5097551!4d-7.6571612?hl=en","G85V+W4 Casablanca, Morocco","33,5097551","-7,6571612","33,5097551-7,6571612"
Pharmacie Al Israe,+212 5223-20959,Bouskoura,,"Parc Industriel CFCIM d'Ouled Salah، Casablanca 27182, Maroc","https://www.google.com/maps/place/Pharmacie+Pharmaparc/@33.2681968,-7.7189014,11z/data=!4m9!1m3!2m2!1sPharmacies+in+Berrechid+Morocco!6e2!3m4!1s0xda62f4064572bb5:0x4b74c6fd7cb0e549!8m2!3d33.421053!4d-7.645652?hl=en","C9C3+CP Bouskoura, Morocco","33,421053","-7,645652","33,421053-7,645652"
Pharmacie Al KAOUTHAR,+212 5223-20701,Bouskoura,,"Unnamed Road, Bouskoura, Maroc","https://www.google.com/maps/place/Pharmacie+Victoria+Parc/@33.2679611,-7.8590119,10z/data=!4m9!1m3!2m2!1sPharmacies+in+Berrechid+Morocco!6e2!3m4!1s0xda62f5463a4613f:0x4ed35cfdcb31e43d!8m2!3d33.4236837!4d-7.6718847?hl=en","C8FH+F6 Bouskoura, Morocco","33,4236837","-7,6718847","33,4236837-7,6718847"
Pharmacie al Istiklal,+212 5223-20630,Bouskoura,,"P3011, Bouskoura, Maroc","https://www.google.com/maps/place/Pharmacie+Rachidi/@33.4463211,-7.7882552,11z/data=!4m9!1m3!2m2!1sPharmacies+in+Berrechid+Morocco!6e2!3m4!1s0xda62e5dca340739:0x3d90d6e2cb2a7362!8m2!3d33.4463211!4d-7.6481795?hl=en","C9W2+GP Bouskoura, Morocco","33,4463211","-7,6481795","33,4463211-7,6481795"
Pharmacie AL JAZAA,+212 5223-20103,Bouskoura,,"Km. 14 route 109 Ouled Ben Amer، Bouskoura 27182, Maroc","https://www.google.com/maps/place/Pharmacie+Eden+Bouskoura/@33.2681968,-7.7189014,11z/data=!4m9!1m3!2m2!1sPharmacies+in+Berrechid+Morocco!6e2!3m4!1s0xda62dd85f227abf:0x60b26debd2da38c8!8m2!3d33.4732167!4d-7.6415495?hl=en","F9F5+79 Bouskoura, Morocco","33,4732167","-7,6415495","33,4732167-7,6415495"
Aoulouz Pharmacie,+212 5223-16689,Casablanca,,"Benjdia, 12, Rue De Metz, Lot Essaada, 20120 Quartier:, Casablanca 20100, Maroc","https://www.google.com/maps/place/Pharmacie+Benjdia/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7cd608242064f:0x5ad9e78fb02090a7!8m2!3d33.5850127!4d-7.6082638?hl=en","H9PR+2M Casablanca, Morocco","33,5850127","-7,6082638","33,5850127-7,6082638"
Anoual Pharmacie,+212 5223-13394,Casablanca,,"ex Boulevard d'Alsace, Casablanca 20250, Maroc","https://www.google.com/maps/place/pharmacie+Regionale/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7cd601ef45bf1:0x9b1d7fa59c955623!8m2!3d33.5859404!4d-7.6114256?hl=en","H9PQ+9C Casablanca, Morocco","33,5859404","-7,6114256","33,5859404-7,6114256"
Bab Toot Pharmacie,+212 5223-13261,Casablanca,,"Rue Bachir Ibrahimi, Casablanca 20250, Maroc","https://www.google.com/maps/place/pharmacie+moulay/@33.6226551,-7.6646361,10z/data=!4m9!1m3!2m2!1sPharmacies+in+Mohammedia+Morocco!6e2!3m4!1s0xda7cdc758b1f3c5:0x6265cd0e7842f155!8m2!3d33.5877778!4d-7.6036753?hl=en","H9QW+4G Casablanca, Morocco","33,5877778","-7,6036753","33,5877778-7,6036753"
Pharmacie almahata صيدلية المحطة,+212 5223-11640,Casablanca,,"61 Avenue des FAR, Casablanca 20250, Maroc","https://www.google.com/maps/place/PHARMACIE+MARHABA/@33.5970583,-7.6307786,14z/data=!4m9!1m3!2m2!1sPharmacies+in+Khouribga+Morocco!6e2!3m4!1s0xda7d282e8214101:0xa286dcf212d8e06f!8m2!3d33.5970583!4d-7.6132691?hl=en","H9WP+RM Casablanca, Morocco","33,5970583","-7,6132691","33,5970583-7,6132691"
Pharmacie Al Nassim,+212 5223-09364,Casablanca,,"Boulevard de Khouribga, Casablanca 20250, Maroc","https://www.google.com/maps/place/Pharmacie+La+Victoire/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7cd6172683307:0xa092e98802ccb33f!8m2!3d33.5893313!4d-7.6081273?hl=en","H9QR+PP Casablanca, Morocco","33,5893313","-7,6081273","33,5893313-7,6081273"
Pharmacie Al Qods,+212 5223-06880,Casablanca,,"Casablanca 20250, Maroc","https://www.google.com/maps/place/Pharmacie+15+Ramadan/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7cd60f00e5a89:0x2f84a908c4976841!8m2!3d33.5869877!4d-7.6080889?hl=en","H9PR+QQ Casablanca, Morocco","33,5869877","-7,6080889","33,5869877-7,6080889"
Pharmacie AL MANAL,+212 5223-04228,Casablanca,,"27 Rue Mohammed Diouri, Casablanca 20250, Maroc","https://www.google.com/maps/place/Large+Pharmacy+Of+Morocco/@33.5811281,-7.7160394,12z/data=!4m8!1m2!2m1!1sPharmacies+in+Casablanca+Morocco!3m4!1s0xda7cd63999c79dd:0x1980ea867f591792!8m2!3d33.592772!4d-7.6071132?hl=en","H9VV+45 Casablanca, Morocco","33,592772","-7,6071132","33,592772-7,6071132"
Fayna Pharmacie,+212 5223-01109,Casablanca,,,"https://www.google.com/maps/place/Pharmacie+du+Soleil/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7cd669b3f869d:0x8f1fb4bc7037327!8m2!3d33.5719402!4d-7.5869819?hl=en",,"33,5719402","-7,5869819","33,5719402-7,5869819"
Arbaoua Pharmacie,+212 5223-00169,Casablanca,,"79 Boulevard Ibn Tachfine, Casablanca 20250, Maroc","https://www.google.com/maps/place/Pharmacie+Farida/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7cd68627e9ae7:0xa29d4628d8e8626!8m2!3d33.5882192!4d-7.599332?hl=en","HCQ2+77 Casablanca, Morocco","33,5882192","-7,599332","33,5882192-7,599332"
Azmi Pharmacie,+212 5222-97545,Casablanca,,"13 Bis Résidence Nora,، Rue de Rome, Casablanca, Maroc","https://www.google.com/maps/place/Pharmacie+Jardin+Isesco/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7d2a0af3e02ff:0xb27b2ac239c6d85b!8m2!3d33.5797288!4d-7.6118447?hl=en","H9HQ+V7 Casablanca, Morocco","33,5797288","-7,6118447","33,5797288-7,6118447"
Pharmacie Al Nour,+212 5222-91013,Casablanca,,"Avenue Al Wahda Al Ifriquia, Casablanca, Maroc","https://www.google.com/maps/place/METRO+Pharmacy/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda632b6427e0e57:0x37dd7ff9c8eecfb8!8m2!3d33.5567093!4d-7.5915956?hl=en","HC45+M9 Casablanca, Morocco","33,5567093","-7,5915956","33,5567093-7,5915956"
Pharmacie Alyosr,+212 5222-90803,Casablanca,,"39 Passage El Yaman Dar Bouazza, Casablanca, Maroc","https://www.google.com/maps/place/Pharmacie+Oulad+Jerrar/@32.6475547,-8.706252,10z/data=!4m9!1m3!2m2!1sPharmacies+in+Sidi+Bennour+Morocco!6e2!3m4!1s0xda88045674e9edf:0x6699541e55b4cdc8!8m2!3d33.5166605!4d-7.816343?hl=en","G58M+MF Casablanca, Morocco","33,5166605","-7,816343","33,5166605-7,816343"
Pharmacie al masbah,+212 5222-89090,Casablanca,,"928, R315, Casablanca, Maroc","https://www.google.com/maps/place/Pharmacie+Faris/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7cd4c7d2923f7:0x17a2871713115368!8m2!3d33.5663695!4d-7.595805?hl=en","HC83+GM Casablanca, Morocco","33,5663695","-7,595805","33,5663695-7,595805"
Pharmacie Al Matar,+212 5222-88677,Casablanca,,"6 Avenue abdellah, angle boulevard al fida, Casablanca, Maroc","https://www.google.com/maps/place/Pharmacie+de+l'Union/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7cd48d9033c0d:0x3b8b9372e74ce44f!8m2!3d33.5720777!4d-7.5942388?hl=en","HCC4+R8 Casablanca, Morocco","33,5720777","-7,5942388","33,5720777-7,5942388"
Pharmacie Altruisme,+212 5222-87211,Casablanca,,"Rue 10, Derb Foukara, Casablanca, Maroc","https://www.google.com/maps/place/Pharmacie+Pitchou/@32.7988416,-8.5590874,8z/data=!4m9!1m3!2m2!1sPharmacies+in+Essaouira+Morocco!6e2!3m4!1s0xda7cda9aa96ccd1:0xc623c6c8940100b6!8m2!3d33.5658457!4d-7.6071246?hl=en","H98V+85 Casablanca, Morocco","33,5658457","-7,6071246","33,5658457-7,6071246"
Pharmacie al mountazah صيدلية المنتزه,+212 5222-84524,Casablanca,,"Derb Bouchentouf, 223 Rue 40, 20550 Quartier: Nouvelle M?dina, Casablanca 20100, Maroc","https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%AF%D8%B1%D8%A8+%D8%A8%D9%88%D8%B4%D9%86%D8%AA%D9%88%D9%81%E2%80%AD/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7cd56f06c98b3:0x5d6be63422538896!8m2!3d33.5700275!4d-7.6074743?hl=en","H9CV+22 Casablanca, Morocco","33,5700275","-7,6074743","33,5700275-7,6074743"
Pharmacie Alokhowa,+212 5222-83946,Casablanca,,"Casablanca 20250, Maroc","https://www.google.com/maps/place/Hached+Pharmacy/@33.5666263,-7.6201988,14z/data=!4m9!1m3!2m2!1sPharmacies+in+Berrechid+Morocco!6e2!3m4!1s0xda7cd524f985919:0xca1cde13447db8b6!8m2!3d33.5666263!4d-7.6026893?hl=en","H98W+MW Casablanca, Morocco","33,5666263","-7,6026893","33,5666263-7,6026893"
Pharmacie alwafae,+212 5222-82167,Casablanca,,"Route de Taddart, Maarif, Maroc","https://www.google.com/maps/place/Pharmacie+Taddart/@32.7988416,-8.5590874,8z/data=!4m9!1m3!2m2!1sPharmacies+in+Essaouira+Morocco!6e2!3m4!1s0xda62d4dd9e79c33:0xe049fd098912527a!8m2!3d33.5563651!4d-7.6243177?hl=en","H94G+G7 Casablanca, Morocco","33,5563651","-7,6243177","33,5563651-7,6243177"
Pharmacie amhirz صيدلية امهيرز,+212 5222-81424,Casablanca,,"Cooperative El Fida 2, Casablanca 20100, Maroc","https://www.google.com/maps/place/Pharmacie+Bin+Lamdoune/@33.5372499,-7.6690569,14z/data=!4m9!1m3!2m2!1sPharmacies+in+Khouribga+Morocco!6e2!3m4!1s0xda62d1f7b0fffff:0x26b4effed0fae597!8m2!3d33.5372499!4d-7.6515474?hl=en",,"33,5372499","-7,6515474","33,5372499-7,6515474"
Pharmacie Al Michwar,+212 5222-81287,Casablanca,,"306 Boulevard Mohammed VI, Casablanca 20250, Maroc","https://www.google.com/maps/place/Pharmacie+Du+Rif/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7cd5b4e11de8f:0x38a82491fa91d0de!8m2!3d33.5722326!4d-7.5972699?hl=en","HCC3+V3 Casablanca, Morocco","33,5722326","-7,5972699","33,5722326-7,5972699"
Pharmacie Al Masjid,+212 5222-81237,Casablanca,,"Boulevard El Fida, Casablanca 20250, Maroc","https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D8%A7%D9%8A%D8%A9+%D8%A7%D9%84%D9%81%D8%AF%D8%A7%D8%A1.%E2%80%AD/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7cd53952a4779:0x220e51e7ead5a42!8m2!3d33.5675929!4d-7.6058185?hl=en","H99V+2M Casablanca, Morocco","33,5675929","-7,6058185","33,5675929-7,6058185"
Attawfik Pharmacie (Garde),+212 5222-80465,Casablanca,,"60 bis Boulevard Moulay Idriss I, Casablanca 20001, Maroc","https://www.google.com/maps/place/Pharmacie+moulay+idriss+1er/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7d3f2e278003d:0xa100f82df3cfe2c0!8m2!3d33.5726279!4d-7.6135683?hl=en","H9FP+3H Casablanca, Morocco","33,5726279","-7,6135683","33,5726279-7,6135683"
Pharmacie al wéd,+212 5222-80226,Casablanca,,"Casablanca, Maroc","https://www.google.com/maps/place/Pharmacie+Nasser/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda632acc0dc9e17:0x7367e38e45cda2f8!8m2!3d33.5617861!4d-7.6045112?hl=en","H96W+P5 Casablanca, Morocco","33,5617861","-7,6045112","33,5617861-7,6045112"
Pharmacie Al Manar,+212 5222-77145,Casablanca,,"142, Avenue Moulay Hassan 1Er, 20070 Quartier: Lusitania, Casablanca 20100, Maroc","https://www.google.com/maps/place/Gouraud+Pharmacy/@33.5811281,-7.7160394,12z/data=!4m8!1m2!2m1!1sPharmacies+in+Casablanca+Morocco!3m4!1s0xda7d29ac78554fd:0x2a2ac282feb6a94!8m2!3d33.5922732!4d-7.626067?hl=en","H9RF+WH Casablanca, Morocco","33,5922732","-7,626067","33,5922732-7,626067"
Pharmacie Alain,+212 5222-76580,Casablanca,,"Résidence El Hassounia, 6 Rue Arrachati, Casablanca 20250, Maroc","https://www.google.com/maps/place/Pharmacie+Les+Lilas+%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D9%84%D9%8A%D9%84%D8%AC%E2%80%AD/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7d2bc8dfec091:0xa8573108240b337c!8m2!3d33.579214!4d-7.6241194?hl=en","H9HG+M9 Casablanca, Morocco","33,579214","-7,6241194","33,579214-7,6241194"
Assabah Pharmacie,+212 5222-74662,Casablanca,,"7 Rue Abou Abdellah Mahassibi, Casablanca 20100, Maroc","https://www.google.com/maps/place/Verdun+Pharmacy/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7d28e6a827487:0xd3815ac23e9866cb!8m2!3d33.5964764!4d-7.6263349?hl=en","H9WF+HF Casablanca, Morocco","33,5964764","-7,6263349","33,5964764-7,6263349"
Pharmacie Al Massira,+212 5222-74626,Casablanca,,"28 Rue Al Woroud, Casablanca 20250, Maroc","https://www.google.com/maps/place/Mercury+Pharmacy/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7d298130159f7:0x5a28c192ca2429f3!8m2!3d33.5850248!4d-7.6210604?hl=en","H9PH+2H Casablanca, Morocco","33,5850248","-7,6210604","33,5850248-7,6210604"
Pharmacie Al mansour,+212 5222-74210,Casablanca,,"60 Boulevard Ben Abdellah, Casablanca 20000, Maroc","https://www.google.com/maps/place/Grande+Pharmacy+Of+Paris/@33.5811281,-7.7160394,12z/data=!4m8!1m2!2m1!1sPharmacies+in+Casablanca+Morocco!3m4!1s0xda7cd62a616e2a9:0x9fbc39fe381561ff!8m2!3d33.5957069!4d-7.6149868?hl=en","H9WP+72 Casablanca, Morocco","33,5957069","-7,6149868","33,5957069-7,6149868"
Pharmacie AL MARWA,+212 5222-73582,Casablanca,,"Boulevard de Bourgogne, Casablanca 20250, Maroc","https://www.google.com/maps/place/Pharmacie+Farabi/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7d2f13e697423:0x82bdc4251f78fed5!8m2!3d33.598371!4d-7.6401587?hl=en","H9X5+8W Casablanca, Morocco","33,598371","-7,6401587","33,598371-7,6401587"
Pharmacie Al Masjid I صيدلية المسجد,+212 5222-72991,Casablanca,,"12, rue abderrahman al kaouakibi, Casablanca 20250, Maroc","https://www.google.com/maps/place/Pharmacie+Racine/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7d2ecda25db1f:0xc76421cc8dbf7754!8m2!3d33.5913983!4d-7.6337981?hl=en","H9R8+HF Casablanca, Morocco","33,5913983","-7,6337981","33,5913983-7,6337981"
Pharmacie Al Manzah saha,+212 5222-71224,Casablanca,,"26 Boulevard Brahim Roudani, Casablanca 20050, Maroc","https://www.google.com/maps/place/Pharmacie+Roudani/@33.5811281,-7.7160394,12z/data=!4m8!1m2!2m1!1sPharmacies+in+Casablanca+Morocco!3m4!1s0xda7d296b12a08bb:0x7fdfb2da00117ccf!8m2!3d33.5888306!4d-7.6267931?hl=en","H9QF+G7 Casablanca, Morocco","33,5888306","-7,6267931","33,5888306-7,6267931"
Pharmacie Al Yassamine,+212 5222-67923,Casablanca,,"Casablanca 20250, Maroc","https://www.google.com/maps/place/Pharmacie+de+picardie/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7d29480f66727:0xcf083038c24d219f!8m2!3d33.5889345!4d-7.6305118?hl=en","H9Q9+HQ Casablanca, Morocco","33,5889345","-7,6305118","33,5889345-7,6305118"
Arrazi Pharmacie,+212 5222-63253,Casablanca,,"196 Boulevard Mohamed Zerktouni, Casablanca 20250, Maroc","https://www.google.com/maps/place/Pharmacie+AIDA/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7d294e621e55d:0x8a639acbbe43f109!8m2!3d33.5869588!4d-7.6314973?hl=en","H9P9+QC Casablanca, Morocco","33,5869588","-7,6314973","33,5869588-7,6314973"
Aourir Pharmacie,+212 5222-62418,Casablanca,,"81 bis Boulevard Moulay Youssef, Casablanca 20020, Maroc","https://www.google.com/maps/place/Consulats+Pharmacy/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7d29278af46f1:0xf5691fa9f4c9ab5d!8m2!3d33.5946889!4d-7.630041?hl=en","H9V9+VX Casablanca, Morocco","33,5946889","-7,630041","33,5946889-7,630041"
Pharmacie AL MASSIRA,+212 5222-62104,Casablanca,,"Rue de Goulmima, Casablanca 20250, Maroc","https://www.google.com/maps/place/Pharmacie+Laayoune/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7d2f48f802977:0x25e989865cfaf142!8m2!3d33.6006898!4d-7.635274?hl=en","J927+7V Casablanca, Morocco","33,6006898","-7,635274","33,6006898-7,635274"
Pharmacie Al Massira,+212 5222-61372,Casablanca,,"Avenue Mehdi Ben Barka, Casablanca 20250, Maroc","https://www.google.com/maps/place/Pharmacie+El+Manar+%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B1%E2%80%AD/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7d2f6c4a1342b:0xaee2ee0f46284065!8m2!3d33.6006805!4d-7.6406016?hl=en","J925+7Q Casablanca, Morocco","33,6006805","-7,6406016","33,6006805-7,6406016"
Pharmacie ALAMAL,+212 5222-61207,Casablanca,,"زنقة موحى وسعيد، Casablanca 20250, Maroc","https://www.google.com/maps/place/Pharmacie+Bab+MARRAKECH/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7d28578093f67:0xf485e2e0b2cd8998!8m2!3d33.5980008!4d-7.6214971?hl=en","H9XH+6C Casablanca, Morocco","33,5980008","-7,6214971","33,5980008-7,6214971"
Pharmacie Al Widad,+212 5222-60014,Casablanca,,"Casablanca 20250, Maroc","https://www.google.com/maps/place/Pharmacie+Loubila/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7d2f5ad6774c1:0x63af8e41054e5836!8m2!3d33.6027506!4d-7.636472?hl=en","J937+4C Casablanca, Morocco","33,6027506","-7,636472","33,6027506-7,636472"
Pharmacie al nasr,+212 5222-58289,Casablanca,,"Casablanca, Maroc","https://www.google.com/maps/place/Mehdi+Pharmacy/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7d2c6d00eb5cf:0x3f59c1a339c435f6!8m2!3d33.576968!4d-7.6364574?hl=en","H9G7+QC Casablanca, Morocco","33,576968","-7,6364574","33,576968-7,6364574"
Pharmacie Alhambra,+212 5222-54925,Casablanca,,"Casablanca, Maroc","https://www.google.com/maps/place/Pharmacie+des+Stades/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7d2c24d4a00f1:0xc9f0b1a856515065!8m2!3d33.5801759!4d-7.6404866?hl=en","H9J5+3R Casablanca, Morocco","33,5801759","-7,6404866","33,5801759-7,6404866"
Pharmacie صيدلية البطحاء Аптека,+212 5222-53974,Casablanca,,,"https://www.google.com/maps/place/Pharmacie+de+l'oasis/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda62d013dd4bc57:0xa757e5cfa24578b0!8m2!3d33.5594559!4d-7.6363349?hl=en",,"33,5594559","-7,6363349","33,5594559-7,6363349"
Pharmacie alazhar صيدلية الأزهار,+212 5222-53441,Casablanca,,"Maârif 20250, Maroc","https://www.google.com/maps/place/Pharmacie+Du+Jura/@33.5811281,-7.7160394,12z/data=!4m9!1m3!2m2!1sPharmacies+in+Casablanca+Morocco!6e2!3m4!1s0xda7d2ea14213e95:0xecf1989fda02847d!8m2!3d33.5839383!4d-7.6374433?hl=en","H9M7+H2 Casablanca, Morocco","33,5839383","-7,6374433","33,5839383-7,6374433"
